GEM location ID,bus_id,bus_name
L100001079938,way/127886746-380,Milas
L100001078891,way/693406206-380,Siirt
L100001079371,way/693406206-380,Siirt
L100001079488,way/693406206-380,Siirt
L100001079874,way/693406206-380,Siirt
L100001079947,way/693406206-380,Siirt
L100000831468,way/177818606-380,Osmaniye
L100001077599,way/52613323-380,Esenyurt
L100001077765,way/229782457-380,Adyaman
L100001077564,way/130740157-380,Afyonkarahisar
L100000831469,TR123-380,Denizli
L100001077602,way/176009144-380,Etimesgut
L100001049958,way/172934516-380,Beysehir
L100001077604,way/172934497-380,Konya
L100001077603,way/172934497-380,Konya
L100001077651,way/177818606-380,Osmaniye
L100001077650,way/177818606-380,Osmaniye
L100001077836,way/177818606-380,Osmaniye
L100001077837,way/177818606-380,Osmaniye
L100001077843,way/177818606-380,Osmaniye
L100001077893,way/172934497-380,Konya
L100001078046,way/177818606-380,Osmaniye
L100001077934,way/177818606-380,Osmaniye
L100001077990,way/177818606-380,Osmaniye
L100001078017,way/177818606-380,Osmaniye
L100001078024,way/177818606-380,Osmaniye
L100001078124,way/177818606-380,Osmaniye
L100001078187,way/177818606-380,Osmaniye
L100001078199,way/177818606-380,Osmaniye
L100001078219,way/177818606-380,Osmaniye
L100001078318,way/177818606-380,Osmaniye
L100001078626,way/172934497-380,Konya
L100001078348,way/177818606-380,Osmaniye
L100001078416,way/172934497-380,Konya
L100001078468,way/177818606-380,Osmaniye
L100001078493,way/177818606-380,Osmaniye
L100001078644,way/177818606-380,Osmaniye
L100001078707,way/172934497-380,Konya
L100001078722,way/177818606-380,Osmaniye
L100001078798,way/177818606-380,Osmaniye
L100001078805,way/172934497-380,Konya
L100001079155,way/177818606-380,Osmaniye
L100001078841,way/172934497-380,Konya
L100001078869,way/128190689-380,Elbistan
L100001079024,way/177818606-380,Osmaniye
L100001079038,way/128190689-380,Elbistan
L100001079214,way/128190689-380,Elbistan
L100001079451,way/177818606-380,Osmaniye
L100001079500,way/177818606-380,Osmaniye
L100001079714,way/177818606-380,Osmaniye
